player_id,player_name,position,age,nationality,height,foot,contract,market_value,club_id
121477,Craig Dawson,Centre-Back,34,England,"1,88m",right,"Jun 30, 2025",€2.00m,543
955253,Bastien Meupiyou,Centre-Back,18,"France, Cameroon","1,91m",left,"Jun 30, 2029",€800k,543
578391,Rayan Aït-Nouri,Left-Back,23,"Algeria, France","1,80m",left,"Jun 30, 2026",€35.00m,543
231572,Nélson Semedo,Right-Back,30,"Portugal, Cape Verde","1,77m",right,"Jun 30, 2025",€12.00m,543
171679,Matt Doherty,Right-Back,32,Ireland,"1,85m",right,"Jun 30, 2026",€3.00m,543
1193867,Pedro Lima,Right-Back,18,Brazil,"1,74m",right,"Jun 30, 2029",€2.50m,543
800176,André,Defensive Midfield,23,Brazil,"1,76m",right,N/A,€25.00m,543
170934,Mario Lemina,Defensive Midfield,31,"Gabon, France","1,84m",right,"Jun 30, 2025",€10.00m,543
649020,Boubacar Traoré,Defensive Midfield,23,Mali,"1,83m",right,"Jun 30, 2027",€6.00m,543
735570,João Gomes,Central Midfield,23,Brazil,"1,76m",right,"Jun 30, 2028",€35.00m,543
450050,Jean-Ricner Bellegarde,Central Midfield,26,"France, Haiti","1,72m",right,"Jun 30, 2028",€15.00m,543
433183,Tommy Doyle,Central Midfield,22,England,"1,72m",right,"Jun 30, 2028",€10.00m,543
532541,Luke Cundle,Central Midfield,22,England,"1,71m",right,"Jun 30, 2026",€5.00m,543
667121,Rodrigo Gomes,Right Midfield,21,Portugal,"1,75m",right,"Jun 30, 2029",€12.00m,543
225122,Gonçalo Guedes,Left Winger,27,Portugal,"1,79m",right,"Jun 30, 2027",€15.00m,543
742451,Carlos Forbs,Left Winger,20,"Portugal, Guinea-Bissau","1,69m",left,"Jun 30, 2025",€8.00m,543
1060740,Enso González,Left Winger,19,Paraguay,"1,69m",left,"Jun 30, 2029",€4.00m,543
74230,Pablo Sarabia,Right Winger,32,Spain,"1,74m",left,"Jun 30, 2025",€10.00m,543
517894,Matheus Cunha,Centre-Forward,25,Brazil,"1,83m",right,"Jun 30, 2027",€45.00m,543
429983,Jørgen Strand Larsen,Centre-Forward,24,Norway,"1,93m",right,"Jun 30, 2025",€25.00m,543
292246,Hee-chan Hwang,Centre-Forward,28,"Korea, South","1,77m",right,"Jun 30, 2028",€25.00m,543
369567,Sasa Kalajdzic,Centre-Forward,27,Austria,"2,00m",right,"Jun 30, 2027",€5.00m,543
192279,Kepa Arrizabalaga,Goalkeeper,29,Spain,"1,88m",right,"May 31, 2025",€12.00m,989
357658,Mark Travers,Goalkeeper,25,Ireland,"1,91m",right,"Jun 30, 2027",€3.50m,989
582078,Will Dennis,Goalkeeper,24,England,"1,88m",right,"Jun 30, 2026",€350k,989
659089,Ilya Zabarnyi,Centre-Back,22,Ukraine,"1,89m",right,"Jun 30, 2029",€32.00m,989
469781,Marcos Senesi,Centre-Back,27,"Argentina, Italy","1,85m",left,"Jun 30, 2026",€22.00m,989
890290,Dean Huijsen,Centre-Back,19,"Spain, Netherlands","1,97m",both,"Jun 30, 2030",€10.00m,989
611793,James Hill,Centre-Back,22,England,"1,84m",right,"Jun 30, 2026",€2.00m,989
730861,Milos Kerkez,Left-Back,20,"Hungary, Serbia","1,80m",left,N/A,€20.00m,989
471690,Max Aarons,Right-Back,24,"England, Jamaica","1,71m",right,N/A,€16.00m,989
513970,Julián Araujo,Right-Back,23,"Mexico, United States","1,76m",right,"Jun 30, 2029",€8.00m,989
61841,Adam Smith,Right-Back,33,England,"1,74m",right,"Jun 30, 2026",€1.00m,989
332705,Tyler Adams,Defensive Midfield,25,United States,"1,75m",right,"Jun 30, 2028",€15.00m,989
320411,Philip Billing,Central Midfield,28,"Denmark, Nigeria","1,93m",left,"Jun 30, 2027",€22.00m,989
855256,Alex Scott,Central Midfield,21,"England, Guernsey","1,78m",right,N/A,€20.00m,989
249089,Lewis Cook,Central Midfield,27,England,"1,75m",right,"Jun 30, 2028",€12.00m,989
188077,Ryan Christie,Central Midfield,29,Scotland,"1,78m",left,"Jun 30, 2027",€12.00m,989
399434,Marcus Tavernier,Left Midfield,25,England,"1,78m",left,"Jun 30, 2028",€20.00m,989
823231,Dango Ouattara,Left Winger,22,Burkina Faso,"1,77m",left,"Jun 30, 2028",€20.00m,989
512385,Luis Sinisterra,Left Winger,25,Colombia,"1,72m",right,N/A,€17.00m,989
330659,Justin Kluivert,Left Winger,25,"Netherlands, Suriname","1,72m",both,"Jun 30, 2028",€14.00m,989
583255,Antoine Semenyo,Right Winger,24,"Ghana, England","1,85m",right,"Jun 30, 2029",€10.00m,989
277033,David Brooks,Right Winger,27,"Wales, England","1,73m",left,"Jun 30, 2026",€8.00m,989
711337,Evanilson,Centre-Forward,24,Brazil,"1,83m",both,N/A,€35.00m,989
251106,Enes Ünal,Centre-Forward,27,Türkiye,"1,87m",right,"Jun 30, 2028",€18.00m,989
130164,Jordan Pickford,Goalkeeper,30,England,"1,85m",left,"Jun 30, 2027",€22.00m,29
329813,João Virgínia,Goalkeeper,24,Portugal,"1,92m",left,"Jun 30, 2025",€800k,29
33873,Asmir Begovic,Goalkeeper,37,"Bosnia-Herzegovina, Canada","1,99m",right,"Jun 30, 2025",€300k,29
661053,Jarrad Branthwaite,Centre-Back,22,England,"1,95m",left,"Jun 30, 2027",€42.00m,29
173504,James Tarkowski,Centre-Back,31,"England, Poland","1,85m",right,"Jun 30, 2026",€13.00m,29
711544,Jake O'Brien,Centre-Back,23,Ireland,"1,97m",right,"Jun 30, 2028",€12.00m,29
118534,Michael Keane,Centre-Back,31,"England, Ireland","1,88m",right,"Jun 30, 2025",€6.00m,29
404842,Vitaliy Mykolenko,Left-Back,25,Ukraine,"1,80m",left,"Jun 30, 2026",€28.00m,29
14086,Ashley Young,Left-Back,39,"England, Jamaica","1,75m",both,"Jun 30, 2025",€500k,29
424015,Nathan Patterson,Right-Back,22,Scotland,"1,89m",right,"Jun 30, 2027",€15.00m,29
68390,Séamus Coleman,Right-Back,35,Ireland,"1,77m",right,"Jun 30, 2025",€500k,29
856479,Roman Dixon,Right-Back,19,England,"1,75m",right,"Jun 30, 2027",N/A,29
505219,James Garner,Defensive Midfield,23,England,"1,82m",right,"Jun 30, 2026",€22.00m,29
289592,Orel Mangala,Central Midfield,26,"Belgium, DR Congo","1,78m",right,"Jun 30, 2025",€20.00m,29
127187,Abdoulaye Doucouré,Central Midfield,31,"Mali, France","1,83m",right,"Jun 30, 2025",€10.00m,29
696589,Tim Iroegbunam,Central Midfield,21,"England, Nigeria","1,83m",right,"Jun 30, 2027",€4.00m,29
126665,Idrissa Gueye,Central Midfield,35,Senegal,"1,74m",right,"Jun 30, 2025",€3.00m,29
513245,Jesper Lindstrøm,Attacking Midfield,24,Denmark,"1,82m",right,"Jun 30, 2025",€22.00m,29
584769,Dwight McNeil,Left Winger,24,England,"1,83m",left,"Jun 30, 2027",€22.00m,29
417346,Jack Harrison,Right Winger,27,England,"1,75m",left,"Jun 30, 2025",€18.00m,29
306024,Dominic Calvert-Lewin,Centre-Forward,27,England,"1,89m",right,"Jun 30, 2025",€22.00m,29
571743,Armando Broja,Centre-Forward,23,"Albania, England","1,91m",right,"May 31, 2025",€22.00m,29
595809,Beto,Centre-Forward,26,"Portugal, Guinea-Bissau","1,94m",right,"Jun 30, 2027",€20.00m,29
623570,Iliman Ndiaye,Centre-Forward,24,"Senegal, France","1,80m",right,"Jun 30, 2029",€15.00m,29
670688,Chermiti,Centre-Forward,20,"Portugal, Tunisia","1,92m",right,"Jun 30, 2027",€9.00m,29
427568,Aaron Ramsdale,Goalkeeper,26,England,"1,90m",right,"Jun 30, 2028",€25.00m,180
585550,Gavin Bazunu,Goalkeeper,22,"Ireland, Nigeria","1,88m",right,"Jun 30, 2027",€15.00m,180
336367,Joe Lumley,Goalkeeper,29,England,"1,90m",right,"Jun 30, 2025",€600k,180
95976,Alex McCarthy,Goalkeeper,34,England,"1,93m",right,"Jun 30, 2026",€500k,180
503977,Taylor Harwood-Bellis,Centre-Back,22,England,"1,88m",right,"Jun 30, 2028",€22.00m,180
467563,Armel Bella-Kotchap,Centre-Back,22,"Germany, Cameroon","1,90m",right,"Jun 30, 2026",€12.00m,180
243028,Jan Bednarek,Centre-Back,28,Poland,"1,89m",right,"Jun 30, 2027",€11.00m,180
732165,Ronnie Edwards,Centre-Back,21,England,"1,85m",right,"Jun 30, 2028",€3.80m,180
503990,Nathan Wood,Centre-Back,22,"England, Jamaica","1,88m",right,"Jun 30, 2028",€3.80m,180
163744,Jack Stephens,Centre-Back,30,England,"1,85m",right,"Jun 30, 2025",€2.00m,180
646738,Juan Larios,Left-Back,20,Spain,"1,70m",left,"Jun 30, 2027",€4.50m,180
262300,Ryan Manning,Left-Back,28,Ireland,"1,73m",left,"Jun 30, 2027",€3.00m,180
195633,Charlie Taylor,Left-Back,31,England,"1,83m",left,"Jun 30, 2026",€3.00m,180
341051,Kyle Walker-Peters,Right-Back,27,"England, Jamaica","1,73m",right,"Jun 30, 2025",€20.00m,180
405385,Yukinari Sugawara,Right-Back,24,Japan,"1,79m",right,"Jun 30, 2028",€12.00m,180
324223,James Bree,Right-Back,26,England,N/A,right,"Jun 30, 2026",€2.20m,180
711999,Lesley Ugochukwu,Defensive Midfield,20,"France, Nigeria","1,90m",right,"May 31, 2025",€25.00m,180
506189,Flynn Downes,Defensive Midfield,25,England,"1,78m",right,"Jun 30, 2028",€9.00m,180
880245,Mateus Fernandes,Central Midfield,20,Portugal,"1,78m",right,"Jun 30, 2029",€8.00m,180
468198,Joe Aribo,Central Midfield,28,"Nigeria, England","1,83m",left,"Jun 30, 2026",€5.00m,180
444211,Will Smallbone,Central Midfield,24,"Ireland, England","1,83m",right,"Jun 30, 2026",€5.00m,180
43530,Adam Lallana,Attacking Midfield,36,England,"1,72m",both,"Jun 30, 2025",€1.00m,180
746695,Kamaldeen Sulemana,Left Winger,22,Ghana,"1,75m",right,"Jun 30, 2027",€13.00m,180
234781,Maxwel Cornet,Left Winger,28,"Cote d'Ivoire, France","1,79m",left,"Jun 30, 2025",€9.00m,180
146795,Ryan Fraser,Left Winger,30,Scotland,"1,63m",right,"Jun 30, 2026",€3.00m,180
933900,Samuel Amo-Ameyaw,Right Winger,18,"England, Ghana","1,74m",left,"Jun 30, 2026",€300k,180
866655,Tyler Dibling,Right Winger,18,England,"1,78m",left,"Jun 30, 2025",N/A,180
250426,Adam Armstrong,Centre-Forward,27,England,"1,73m",right,"Jun 30, 2027",€16.00m,180
533662,Cameron Archer,Centre-Forward,22,"England, Jamaica","1,75m",right,"Jun 30, 2028",€13.00m,180
272855,Paul Onuachu,Centre-Forward,30,Nigeria,"2,01m",right,"Jun 30, 2026",€13.00m,180
426192,Ben Brereton Díaz,Centre-Forward,25,"Chile, England","1,85m",right,"Jun 30, 2028",€8.00m,180
447995,Ross Stewart,Centre-Forward,28,Scotland,"1,88m",right,"Jun 30, 2026",€4.50m,180
72476,Bernd Leno,Goalkeeper,32,Germany,"1,90m",right,"Jun 30, 2027",€13.00m,931
381469,Steven Benda,Goalkeeper,25,Germany,"1,92m",right,"Jun 30, 2026",€1.00m,931
260827,Joachim Andersen,Centre-Back,28,Denmark,"1,92m",right,"Jun 30, 2029",€35.00m,931
272622,Issa Diop,Centre-Back,27,"France, Senegal","1,94m",right,"Jun 30, 2027",€20.00m,931
461883,Calvin Bassey,Centre-Back,24,"Nigeria, England","1,85m",left,"Jun 30, 2027",€16.00m,931
494880,Jorge Cuenca,Centre-Back,24,Spain,"1,90m",left,"Jun 30, 2028",€6.00m,931
349701,Antonee Robinson,Left-Back,27,"United States, England","1,83m",left,"Jun 30, 2028",€25.00m,931
392775,Ryan Sessegnon,Left-Back,24,England,"1,78m",left,"Jun 30, 2026",€10.00m,931
262226,Timothy Castagne,Right-Back,28,Belgium,"1,85m",right,"Jun 30, 2027",€17.00m,931
206746,Kenny Tete,Right-Back,28,"Netherlands, Mozambique","1,80m",right,"Jun 30, 2025",€15.00m,931
333014,Sander Berge,Central Midfield,26,Norway,"1,95m",right,"Jun 30, 2029",€20.00m,931
226973,Harrison Reed,Central Midfield,29,England,"1,81m",right,"Jun 30, 2027",€15.00m,931
245056,Saša Lukić,Central Midfield,28,Serbia,"1,82m",right,"Jun 30, 2027",€10.00m,931
123275,Tom Cairney,Central Midfield,33,"Scotland, England","1,85m",left,"Jun 30, 2025",€2.00m,931
392765,Emile Smith Rowe,Attacking Midfield,24,England,"1,82m",right,"Jun 30, 2029",€22.00m,931
203394,Andreas Pereira,Attacking Midfield,28,"Brazil, Belgium","1,78m",right,"Jun 30, 2026",€20.00m,931
242631,Alex Iwobi,Left Winger,28,"Nigeria, England","1,83m",right,"Jun 30, 2028",€25.00m,931
279455,Harry Wilson,Right Winger,27,"Wales, England","1,73m",left,"Jun 30, 2026",€17.00m,931
340325,Reiss Nelson,Right Winger,24,"England, Jamaica","1,75m",right,"Jun 30, 2025",€15.00m,931
204103,Adama Traoré,Right Winger,28,"Spain, Mali","1,78m",right,"Jun 30, 2025",€9.00m,931
735571,Rodrigo Muniz,Centre-Forward,23,Brazil,"1,86m",right,"Jun 30, 2026",€20.00m,931
206040,Raúl Jiménez,Centre-Forward,33,Mexico,"1,87m",right,"Jun 30, 2025",€5.00m,931
525287,Carlos Vinícius,Centre-Forward,29,Brazil,"1,90m",left,"Jun 30, 2025",€4.00m,931
371021,Arijanet Muric,Goalkeeper,25,"Kosovo, Montenegro","1,98m",right,"Jun 30, 2028",€7.00m,677
208379,Christian Walton,Goalkeeper,28,England,"1,95m",left,"Jun 30, 2026",€900k,677
621997,Cieran Slicker,Goalkeeper,22,"Scotland, England",N/A,N/A,"Jun 30, 2026",€300k,677
693095,Jacob Greaves,Centre-Back,24,England,"1,93m",left,"Jun 30, 2029",€15.00m,677
401320,Dara O'Shea,Centre-Back,25,Ireland,"1,89m",right,"Jun 30, 2029",€7.00m,677
342046,Axel Tuanzebe,Centre-Back,26,"DR Congo, England","1,85m",right,"Jun 30, 2025",€2.20m,677
527425,Luke Woolfenden,Centre-Back,25,England,"1,93m",right,"Jun 30, 2025",€2.00m,677
255788,Cameron Burgess,Centre-Back,28,"Australia, Scotland","1,94m",left,"Jun 30, 2025",€1.50m,677
596446,Leif Davis,Left-Back,24,England,"1,82m",left,"Jun 30, 2025",€9.00m,677
146509,Conor Townsend,Left-Back,31,England,"1,83m",left,"Jun 30, 2026",€1.50m,677
468002,Ben Johnson,Right-Back,24,England,"1,84m",right,"Jun 30, 2028",€8.00m,677
528892,Harry Clarke,Right-Back,23,England,"1,80m",right,"Jun 30, 2026",€5.00m,677
351749,Kalvin Phillips,Defensive Midfield,28,"England, Jamaica","1,79m",right,"Jun 30, 2025",€25.00m,677
468066,Jens Cajuste,Defensive Midfield,25,"Sweden, United States","1,88m",right,"Jun 30, 2025",€10.00m,677
458178,Jack Taylor,Central Midfield,26,"Ireland, England","1,85m",right,"Jun 30, 2026",€1.80m,677
123551,Sam Morsy,Central Midfield,33,"Egypt, England","1,75m",right,"Jun 30, 2026",€900k,677
181687,Massimo Luongo,Central Midfield,32,"Australia, Italy","1,76m",right,"Jun 30, 2025",€500k,677
292139,Sammie Szmodics,Attacking Midfield,29,"Ireland, Hungary","1,68m",right,"Jun 30, 2028",€7.00m,677
559794,Jack Clarke,Left Winger,23,England,"1,81m",right,"Jun 30, 2029",€15.00m,677
344009,Nathan Broadhead,Left Winger,26,Wales,"1,78m",right,"Jun 30, 2026",€5.00m,677
392591,Chiedozie Ogbene,Right Winger,27,"Ireland, Nigeria","1,81m",right,"Jun 30, 2028",€8.00m,677
741238,Omari Hutchinson,Right Winger,20,"England, Jamaica","1,74m",left,"Jun 30, 2029",€7.00m,677
255731,Wes Burns,Right Winger,29,Wales,"1,73m",right,"Jun 30, 2026",€1.50m,677
349503,Conor Chaplin,Second Striker,27,England,"1,68m",left,"Jun 30, 2026",€7.00m,677
610849,Liam Delap,Centre-Forward,21,"England, Ireland","1,86m",right,"Jun 30, 2029",€8.00m,677
420808,George Hirst,Centre-Forward,25,"England, Scotland","1,91m",right,"Jun 30, 2027",€4.00m,677
610581,Ali Al-Hamadi,Centre-Forward,22,"Iraq, England","1,87m",right,"Jun 30, 2028",€1.00m,677
400536,Mads Hermansen,Goalkeeper,24,Denmark,"1,87m",right,"Jun 30, 2028",€9.00m,1003
260841,Daniel Iversen,Goalkeeper,27,Denmark,"1,91m",N/A,"Jun 30, 2025",€3.00m,1003
203026,Danny Ward,Goalkeeper,31,Wales,"1,91m",right,"Jun 30, 2025",€1.80m,1003
486144,Jakub Stolarczyk,Goalkeeper,23,Poland,"1,94m",right,"Jun 30, 2026",€400k,1003
292808,Wout Faes,Centre-Back,26,Belgium,"1,87m",right,"Jun 30, 2027",€20.00m,1003
461833,Caleb Okoli,Centre-Back,23,"Italy, Nigeria","1,91m",right,"Jun 30, 2029",€8.00m,1003
128901,Conor Coady,Centre-Back,31,England,"1,85m",right,"Jun 30, 2026",€3.00m,1003
99331,Jannik Vestergaard,Centre-Back,32,"Denmark, Germany","1,99m",both,"Jun 30, 2027",€3.00m,1003
413220,James Justin,Left-Back,26,"England, St. Lucia","1,83m",both,"Jun 30, 2026",€15.00m,1003
564529,Victor Kristiansen,Left-Back,21,Denmark,"1,81m",left,"Jun 30, 2028",€15.00m,1003
505194,Luke Thomas,Left-Back,23,England,"1,81m",left,"Jun 30, 2026",€6.00m,1003
215876,Ricardo Pereira,Right-Back,30,"Portugal, Cape Verde","1,75m",right,"Jun 30, 2026",€8.00m,1003
274839,Wilfred Ndidi,Defensive Midfield,27,"Nigeria, England","1,83m",right,"Jun 30, 2027",€16.00m,1003
406638,Oliver Skipp,Defensive Midfield,24,England,"1,75m",right,"Jun 30, 2029",€15.00m,1003
344605,Boubakary Soumaré,Defensive Midfield,25,"France, Senegal","1,88m",right,"Jun 30, 2026",€14.00m,1003
249126,Harry Winks,Defensive Midfield,28,England,"1,78m",right,"Jun 30, 2026",€12.00m,1003
341501,Hamza Choudhury,Defensive Midfield,26,"England, Bangladesh","1,78m",right,"Jun 30, 2027",€4.50m,1003
936842,Michael Golding,Central Midfield,18,"England, Ireland","1,80m",right,"Jun 30, 2028",€300k,1003
654982,Bilal El Khannouss,Attacking Midfield,20,"Morocco, Belgium","1,80m",right,"Jun 30, 2028",€30.00m,1003
983989,Facundo Buonanotte,Attacking Midfield,19,"Argentina, Italy","1,74m",left,"Jun 30, 2025",€18.00m,1003
340328,Stephy Mavididi,Left Winger,26,"England, DR Congo","1,82m",right,"Jun 30, 2028",€11.00m,1003
864121,Issahaku Fatawu,Right Winger,20,Ghana,"1,77m",left,"Jun 30, 2029",€10.00m,1003
186186,Bobby De Cordova-Reid,Right Winger,31,"Jamaica, England","1,70m",right,"Jun 30, 2027",€5.00m,1003
621193,Kasey McAteer,Right Winger,22,"Ireland, England","1,77m",right,"Jun 30, 2028",€900k,1003
344152,Odsonne Edouard,Centre-Forward,26,"France, French Guiana","1,87m",right,"Jun 30, 2025",€18.00m,1003
365172,Patson Daka,Centre-Forward,25,Zambia,"1,83m",right,"Jun 30, 2026",€12.00m,1003
108354,Jordan Ayew,Centre-Forward,33,"Ghana, France","1,82m",right,"Jun 30, 2026",€4.00m,1003
197838,Jamie Vardy,Centre-Forward,37,England,"1,79m",right,"Jun 30, 2025",€1.00m,1003
262749,David Raya,Goalkeeper,29,Spain,"1,83m",right,N/A,€35.00m,11
111819,Neto,Goalkeeper,35,"Brazil, Italy","1,90m",right,"Jun 30, 2025",€2.50m,11
495666,William Saliba,Centre-Back,23,"France, Cameroon","1,92m",right,"Jun 30, 2027",€80.00m,11
435338,Gabriel Magalhães,Centre-Back,26,Brazil,"1,90m",left,"Jun 30, 2027",€70.00m,11
502821,Riccardo Calafiori,Centre-Back,22,Italy,"1,88m",left,"Jun 30, 2029",€45.00m,11
420243,Jurrien Timber,Centre-Back,23,"Netherlands, Curacao","1,79m",right,"Jun 30, 2028",€38.00m,11
425918,Jakub Kiwior,Centre-Back,24,Poland,"1,89m",left,"Jun 30, 2028",€30.00m,11
203853,Oleksandr Zinchenko,Left-Back,27,Ukraine,"1,75m",left,"Jun 30, 2026",€38.00m,11
300716,Kieran Tierney,Left-Back,27,"Scotland, Isle of Man","1,80m",left,"Jun 30, 2026",€12.00m,11
335721,Ben White,Right-Back,26,England,"1,86m",right,"Jun 30, 2028",€55.00m,11
331560,Takehiro Tomiyasu,Right-Back,25,Japan,"1,88m",right,"Jun 30, 2026",€35.00m,11
357662,Declan Rice,Defensive Midfield,25,"England, Ireland","1,88m",right,"Jun 30, 2028",€120.00m,11
230784,Thomas Partey,Defensive Midfield,31,Ghana,"1,85m",right,"Jun 30, 2025",€18.00m,11
102017,Jorginho,Defensive Midfield,32,"Italy, Brazil","1,78m",right,"Jun 30, 2025",€12.00m,11
338424,Mikel Merino,Central Midfield,28,Spain,"1,88m",left,"Jun 30, 2028",€50.00m,11
316264,Martin Ødegaard,Attacking Midfield,25,Norway,"1,78m",left,"Jun 30, 2028",€110.00m,11
890719,Ethan Nwaneri,Attacking Midfield,17,"England, Nigeria","1,76m",left,N/A,€8.00m,11
655488,Gabriel Martinelli,Left Winger,23,"Brazil, Italy","1,78m",right,"Jun 30, 2027",€70.00m,11
144028,Leandro Trossard,Left Winger,29,Belgium,"1,72m",right,"Jun 30, 2026",€35.00m,11
134425,Raheem Sterling,Left Winger,29,"England, Jamaica","1,70m",right,"May 31, 2025",€35.00m,11
433177,Bukayo Saka,Right Winger,23,"England, Nigeria","1,78m",left,"Jun 30, 2027",€140.00m,11
309400,Kai Havertz,Centre-Forward,25,Germany,"1,93m",left,"Jun 30, 2028",€70.00m,11
363205,Gabriel Jesus,Centre-Forward,27,Brazil,"1,75m",right,"Jun 30, 2027",€65.00m,11
